open,high,low,close,volume,trades,timestamp,ret_1,ret_5,ret_15,ret_30,ret_60,ret_90,vol_15,vol_30,vol_60,vol_90,vol_240,range_hl,range_co,vol_z_15,vol_z_30,vol_z_60,vol_z_90,vol_z_240,ret_skew_20,ret_kurt_20,ret_skew_60,ret_kurt_60,avg_trade_size,tickiness,trades_z_15,trades_cv_15,avg_trade_size_z_15,avg_trade_size_cv_15,trades_z_30,trades_cv_30,avg_trade_size_z_30,avg_trade_size_cv_30,trades_z_60,trades_cv_60,avg_trade_size_z_60,avg_trade_size_cv_60,trades_z_90,trades_cv_90,avg_trade_size_z_90,avg_trade_size_cv_90,trades_z_240,trades_cv_240,avg_trade_size_z_240,avg_trade_size_cv_240,fdiff_0.20,close_ema_3,close_ema_5,close_ema_15,sigma,y,t_end,ev_ret,ev_ret_short,ev_bps,w,t_end_60_1.0,ev_ret_60,ev_ret_short_60,ev_bps_60,t_end_90_1.0,ev_ret_90,ev_ret_short_90,ev_bps_90
40.23,40.57,40.15,40.49,990.58039295,56,2021-06-17 15:00:00+00:00,,,,,,,,,,,,,0.0064628386776039055,,,,,,,,,,17.68893558839286,0.05653251406806981,,,,,,,,,,,,,,,,,,,,,,40.49,40.49,40.49,,0,0,0.0,-0.0,0.0,0.0,0,0.0,-0.0,0.0,0,0.0,-0.0,0.0
40.15,40.15,39.5,39.51,258.61369263,35,2021-06-17 16:00:00+00:00,-0.024501225620770395,,,,,,,,,,,0.01605334650530992,-0.015940224159402255,,,,,,,,,,7.388962646571429,0.13533699489792556,,,,,,,,,,,,,,,,,,,,,,40.0,40.16333333333334,40.3675,,0,1,0.0,-0.0,0.0,0.0,1,0.0,-0.0,0.0,1,0.0,-0.0,0.0
39.45,39.46,38.3,38.42,2906.73767749,94,2021-06-17 17:00:00+00:00,-0.02797564708288869,,,,,,,,,,,0.029359655783346084,-0.026108998732572903,,,,,,,,,,30.922741249893615,0.032338659497189316,,,,,,,,,,,,,,,,,,,,,,39.21,39.58222222222223,40.1240625,,0,2,0.0,-0.0,0.0,0.0,2,0.0,-0.0,0.0,2,0.0,-0.0,0.0
38.54,39.08,38.54,39.08,187.90019999999998,10,2021-06-17 18:00:00+00:00,0.017032669834171177,,,,,,,,,,,0.014055179593961456,0.014011416709911758,,,,,,,,,,18.79002,0.05321974111789131,,,,,,,,,,,,,,,,,,,,,,39.144999999999996,39.41481481481482,39.9935546875,,0,3,0.0,-0.0,0.0,0.0,3,0.0,-0.0,0.0,3,0.0,-0.0,0.0
38.95,39.42,38.91,39.39,924.52346672,23,2021-06-17 19:00:00+00:00,0.007901149808232866,,,,,,,,,,,0.013050153531218146,0.0112965340179717,,,,,,,,,,40.19667246608696,0.02487768112755298,,,,,,,,,,,,,,,,,,,,,,39.2675,39.406543209876546,39.9181103515625,,0,4,0.0,-0.0,0.0,0.0,4,0.0,-0.0,0.0,4,0.0,-0.0,0.0
38.86,39.59,38.77,39.22,52.09475711,14,2021-06-17 20:00:00+00:00,-0.0043251562146142675,-0.03186820927586931,,,,,,,,,,0.020817466362020823,0.009264024704065864,,,,,,,,,,3.7210540792857145,0.2687410552743049,,,,,,,,,,,,,,,,,,,,,,39.24375,39.3443621399177,39.83084655761718,,0,5,0.0,-0.0,0.0,0.0,5,0.0,-0.0,0.0,5,0.0,-0.0,0.0
39.26,39.51,39.06,39.51,604.0364264899999,14,2021-06-17 21:00:00+00:00,0.007366983655098913,0.0,,,,,,,,,,0.01147373788883212,0.006367804381049415,,,,,,,,,,43.145459034999995,0.02317741014619385,,,,,,,,,,,,,,,,,,,,,,39.376875,39.39957475994513,39.79074073791503,,0,6,0.0,-0.0,0.0,0.0,6,0.0,-0.0,0.0,6,0.0,-0.0,0.0
38.86,39.22,38.78,39.22,41.13507868,7,2021-06-17 22:00:00+00:00,-0.007366983655098913,0.020608663427789775,,,,,,,,,,0.011136421159200145,0.009264024704065864,,,,,,,,,,5.876439811428571,0.17017106140612345,,,,,,,,,,,,,,,,,,,,,,39.2984375,39.33971650663009,39.719398145675655,,0,7,0.0,-0.0,0.0,0.0,7,0.0,-0.0,0.0,7,0.0,-0.0,0.0
39.26,39.53,39.13,39.13,41.996798,5,2021-06-17 23:00:00+00:00,-0.002297384545879133,0.0012786090477394652,,,,,,,,,,0.010198878123406389,-0.0033112582781455796,,,,,,,,,,8.3993596,0.11905669570332482,,,,,,,,,,,,,,,,,,,,,,39.21421875,39.26981100442006,39.6457233774662,,0,8,0.0,-0.0,0.0,0.0,8,0.0,-0.0,0.0,8,0.0,-0.0,0.0
39.14,39.26,39.13,39.26,29.27152568,6,2021-06-18 00:00:00+00:00,0.0033167526259938462,-0.0033057881344995543,,,,,,,,,,0.003322259136212508,0.0030659172202349883,,,,,,,,,,4.878587613333333,0.204977358050713,,,,,,,,,,,,,,,,,,,,,,39.237109375,39.26654066961338,39.59750795528292,,0,9,0.0,-0.0,0.0,0.0,9,0.0,-0.0,0.0,9,0.0,-0.0,0.0
