ts,price,action,delta_units,pos_units,score,ev_bps,latency_ms,killswitch
2021-06-21 11:16:00+00:00,29.35,SELL,-5.290032759185527e-07,-0.00014331429098504315,-0.13948761058362222,-7.3948761058362225,21,False
2021-06-21 11:17:00+00:00,29.16,SELL,-5.907283388040827e-07,-0.00014390501932384724,-0.1404962751612655,-7.404962751612655,21,False
2021-06-21 11:18:00+00:00,28.97,SELL,-1.0909709953430002e-06,-0.00014499599031919024,-0.14425187408821677,-7.442518740882168,21,False
2021-06-21 11:19:00+00:00,28.87,SELL,-2.5999547363483497e-06,-0.00014759594505553859,-0.14808019005465248,-7.480801900546525,21,False
2021-06-21 11:21:00+00:00,28.74,SELL,-2.4188064817479095e-06,-0.0001500147515372865,-0.1530345025497559,-7.530345025497559,21,False
2021-06-21 11:22:00+00:00,28.41,BUY,2.1256658720516814e-06,-0.00014788908566523481,-0.16374326289967872,-7.6374326289967875,21,False
2021-06-21 11:23:00+00:00,28.69,BUY,2.267142064412504e-06,-0.0001456219436008223,-0.1629963714180541,-7.6299637141805405,21,False
2021-06-21 11:26:00+00:00,28.59,SELL,-2.279841830415269e-06,-0.00014790178543123758,-0.1651410524572759,-7.651410524572759,21,False
2021-06-21 11:28:00+00:00,28.58,SELL,-2.5813981581399297e-06,-0.0001504831835893775,-0.16565802230027288,-7.656580223002729,21,False
2021-06-21 11:31:00+00:00,29.03,BUY,1.1064260589912009e-05,-0.0001394189229994655,-0.15395701810720933,-7.539570181072094,22,False
2021-06-21 11:32:00+00:00,29.23,BUY,2.0952792822265492e-06,-0.00013732364371723895,-0.14076355333839358,-7.407635533383935,21,False
2021-06-21 11:33:00+00:00,29.64,BUY,8.92158613285344e-06,-0.0001284020575843855,-0.12051610802513764,-7.205161080251377,21,False
2021-06-21 11:35:00+00:00,29.98,BUY,6.4563302344399935e-06,-0.00012194572734994552,-0.09730461344334425,-6.973046134433442,21,False
2021-06-21 11:36:00+00:00,30.34,BUY,6.95756945867647e-06,-0.00011498815789126905,-0.07128446130746796,-6.7128446130746795,21,False
2021-06-21 11:37:00+00:00,30.23,BUY,1.67378731309537e-06,-0.00011331437057817368,-0.05281792562311759,-6.528179256231176,21,False
2021-06-21 11:38:00+00:00,29.97,BUY,2.12510633198873e-06,-0.00011118926424618495,-0.04247883136745993,-6.4247883136746,21,False
2021-06-21 11:39:00+00:00,29.96,SELL,-3.104789404267082e-07,-0.00011149974318661165,-0.03364181133844375,-6.336418113384438,21,False
2021-06-21 11:41:00+00:00,29.62,BUY,2.0990726237557586e-06,-0.0001094006705628559,-0.033025423307851805,-6.330254233078518,21,False
2021-06-21 11:43:00+00:00,29.7,SELL,-1.1632263689416873e-06,-0.00011056389693179758,-0.0303977248451087,-6.303977248451087,21,False
2021-06-21 11:47:00+00:00,30.34,BUY,1.233011331368981e-05,-9.823378361810777e-05,-0.015636987582344934,-6.156369875823449,21,False
2021-06-21 11:48:00+00:00,30.62,BUY,2.877553976710987e-06,-9.535622964139679e-05,0.0011311621840146633,-5.988688378159853,21,False
2021-06-21 11:50:00+00:00,30.69,BUY,8.9515014220635e-07,-9.446107949919044e-05,0.015872704299491124,-5.8412729570050885,22,False
2021-06-21 11:51:00+00:00,30.77,BUY,7.402426380356906e-07,-9.372083686115475e-05,0.02913099774432972,-5.708690022556703,21,False
2021-06-21 11:53:00+00:00,30.71,BUY,1.0940908880720387e-07,-9.361142777234754e-05,0.03871018060269902,-5.61289819397301,21,False
2021-06-21 11:58:00+00:00,30.65,SELL,-3.8768414065307275e-07,-9.399911191300061e-05,0.0451771568421986,-5.548228431578014,21,False
2021-06-21 11:59:00+00:00,30.53,SELL,-7.115010368560206e-07,-9.471061294985664e-05,0.04805908909234269,-5.519409109076573,21,False
2021-06-21 12:01:00+00:00,30.39,SELL,-1.1449277086373558e-06,-9.585554065849399e-05,0.04758485687832376,-5.5241514312167626,21,False
2021-06-21 12:02:00+00:00,30.33,SELL,-1.8416001370254544e-06,-9.769714079551945e-05,0.04569882645755196,-5.54301173542448,21,False
2021-06-21 12:03:00+00:00,30.11,SELL,-1.2225822424537502e-06,-9.89197230379732e-05,0.04000260832294656,-5.5999739167705345,21,False
2021-06-21 12:04:00+00:00,29.83,SELL,-1.082543660621988e-06,-0.00010000226669859518,0.02988340599944959,-5.701165940005504,21,False
2021-06-21 12:06:00+00:00,29.79,SELL,-3.3135250043282873e-06,-0.00010331579170292347,0.020443401082596565,-5.795565989174034,21,False
2021-06-21 12:08:00+00:00,30.2,BUY,3.358846760618807e-06,-9.995694494230466e-05,0.020117229639550694,-5.798827703604493,21,False
2021-06-21 12:09:00+00:00,30.48,BUY,1.3664138800287056e-06,-9.859053106227596e-05,0.02495722710247495,-5.75042772897525,21,False
2021-06-21 12:12:00+00:00,30.25,SELL,-2.1050570744786824e-07,-9.880103676972383e-05,0.02480343736582931,-5.751965626341707,21,False
2021-06-21 12:15:00+00:00,30.11,SELL,-1.6091121447787244e-06,-0.00010041014891450255,0.02185592435172822,-5.781440756482718,21,False
2021-06-21 12:17:00+00:00,29.97,SELL,-2.005152183777887e-06,-0.00010241530109828044,0.016683266814499675,-5.8331673318550035,21,False
2021-06-21 12:19:00+00:00,29.98,SELL,-2.46836559935582e-06,-0.00010488366669763626,0.012481140623351294,-5.875188593766487,21,False
2021-06-21 12:24:00+00:00,30.2,SELL,-7.900058556556931e-08,-0.00010496266728320183,0.01304738114471986,-5.869526188552801,21,False
2021-06-21 12:26:00+00:00,30.34,SELL,-5.781485225145794e-07,-0.0001055408158057164,0.01604376832448072,-5.839562316755193,21,False
2021-06-21 12:29:00+00:00,30.48,SELL,-2.2495351660557425e-07,-0.00010576576932232198,0.020933830504967423,-5.790661694950326,21,False
2021-06-21 12:36:00+00:00,30.39,SELL,-1.0737510098362234e-06,-0.0001068395203321582,0.023231134775928308,-5.767688652240717,22,False
2021-06-21 12:38:00+00:00,30.25,SELL,-1.250040524774078e-06,-0.00010808956085693228,0.02240047476771013,-5.775995252322899,21,False
2021-06-21 12:41:00+00:00,30.11,SELL,-1.734366491149556e-06,-0.00010982392734808184,0.01897170089992918,-5.810282991000708,21,False
2021-06-21 12:42:00+00:00,30.02,SELL,-2.4166431675496535e-06,-0.00011224057051563149,0.014338865663234248,-5.856611343367658,21,False
2021-06-21 12:43:00+00:00,30.22,SELL,-3.183114030514225e-07,-0.00011255888191868291,0.0141126822816201,-5.858873177183799,21,False
2021-06-21 12:46:00+00:00,29.68,BUY,6.862475261655324e-06,-0.00010569640665702759,0.00388925712661209,-5.961107428733879,21,False
2021-06-21 12:52:00+00:00,29.55,SELL,-3.180505030001834e-06,-0.00010887691168702942,-0.007148378647516098,-6.071483786475161,21,False
2021-06-21 12:55:00+00:00,29.51,SELL,-3.5421235842481556e-06,-0.00011241903527127758,-0.01686218216860513,-6.1686218216860516,21,False
2021-06-21 13:00:00+00:00,29.92,BUY,4.106429764760039e-06,-0.00010831260550651754,-0.016551659236396832,-6.165516592363968,22,False
2021-06-21 13:01:00+00:00,30.02,SELL,-1.1100512993537432e-06,-0.00010942265680587128,-0.014446525456513936,-6.144465254565139,21,False
2021-06-21 13:03:00+00:00,29.69,BUY,9.961318973362489e-07,-0.00010842652490853504,-0.01911288604197205,-6.19112886041972,21,False
2021-06-21 13:04:00+00:00,29.41,SELL,-8.005515544511651e-07,-0.0001092270764629862,-0.028241922787802538,-6.282419227878026,21,False
2021-06-21 13:05:00+00:00,29.26,SELL,-2.844866699443498e-06,-0.0001120719431624297,-0.038397309732690885,-6.383973097326908,21,False
2021-06-21 13:07:00+00:00,29.36,SELL,-2.5533051368752677e-06,-0.00011462524829930497,-0.04419750780686218,-6.441975078068622,21,False
2021-06-21 13:13:00+00:00,29.31,SELL,-2.8397833921568402e-06,-0.0001174650316914618,-0.04977651025465501,-6.49776510254655,21,False
2021-06-21 13:15:00+00:00,29.14,SELL,-2.226223581790928e-06,-0.00011969125527325273,-0.05753002081832534,-6.575300208183253,21,False
2021-06-21 13:17:00+00:00,29.36,SELL,-2.1121219707898823e-07,-0.00011990246747033172,-0.05853104040568205,-6.585310404056821,21,False
2021-06-21 13:18:00+00:00,29.51,SELL,-6.555785489007219e-07,-0.00012055804601923244,-0.056161772771948414,-6.561617727719484,22,False
2021-06-21 13:19:00+00:00,29.78,BUY,2.3138328718343555e-06,-0.00011824421314739809,-0.048527068577354636,-6.485270685773546,21,False
2021-06-21 13:20:00+00:00,30.0,BUY,1.8198546591200365e-06,-0.00011642435848827805,-0.037986353802474365,-6.379863538024743,21,False
2021-06-21 13:28:00+00:00,29.96,SELL,-4.6306458455513705e-07,-0.00011688742307283319,-0.030268559209931413,-6.302685592099314,21,False
2021-06-21 13:29:00+00:00,29.93,SELL,-8.143843727943312e-07,-0.00011770180744562752,-0.024360751706082744,-6.243607517060828,21,False
2021-06-21 13:31:00+00:00,30.2,BUY,2.872015668014787e-06,-0.00011482979177761273,-0.014162513652732023,-6.1416251365273204,21,False
2021-06-21 13:33:00+00:00,30.06,SELL,-1.0818051855273551e-07,-0.00011493797229616547,-0.008630809950703597,-6.086308099507036,21,False
2021-06-21 13:35:00+00:00,29.93,SELL,-8.348473987539493e-07,-0.00011577281969491942,-0.006505202442643186,-6.065052024426432,21,False
2021-06-21 13:37:00+00:00,29.83,SELL,-1.5422353683701456e-06,-0.00011731505506328956,-0.006618994628454582,-6.066189946284545,21,False
2021-06-21 13:39:00+00:00,29.79,SELL,-2.057707520105624e-06,-0.00011937276258339519,-0.007419827160311405,-6.074198271603114,20,False
2021-06-21 13:45:00+00:00,30.2,BUY,6.468188064288595e-06,-0.0001129045745191066,-0.00023477494755733106,-6.0023477494755735,21,False
2021-06-21 13:46:00+00:00,30.49,BUY,3.330582558190378e-06,-0.00010957399196091622,0.010838979405863026,-5.89161020594137,21,False
2021-06-21 13:48:00+00:00,30.62,BUY,8.866439654226443e-07,-0.00010868734799549357,0.022069443247257174,-5.7793055675274285,20,False
2021-06-21 13:49:00+00:00,30.77,BUY,1.1991324074979838e-06,-0.00010748821558799559,0.0336799045994469,-5.663200954005531,20,False
2021-06-21 13:52:00+00:00,30.53,BUY,1.2659255165562523e-06,-0.00010622229007143934,0.03887480586569381,-5.6112519413430615,20,False
2021-06-21 13:54:00+00:00,30.68,BUY,2.380883572366681e-07,-0.00010598420171420267,0.04518081794875283,-5.548191820512471,20,False
2021-06-21 13:56:00+00:00,30.77,SELL,-2.2525145649954898e-07,-0.00010620945317070222,0.05166928035301699,-5.483307196469831,20,False
2021-06-21 13:57:00+00:00,30.91,BUY,3.870630062027347e-07,-0.00010582239016449948,0.059010385588184285,-5.409896144118157,20,False
2021-06-21 13:58:00+00:00,31.06,BUY,6.846591128647871e-07,-0.0001051377310516347,0.06718927099937975,-5.328107290006202,20,False
2021-06-21 13:59:00+00:00,31.2,BUY,6.954408208179242e-07,-0.00010444229023081677,0.07582348663846937,-5.241765133615306,20,False
2021-06-21 14:01:00+00:00,31.12,SELL,-3.8949825206028275e-07,-0.00010483178848287705,0.08136079203724761,-5.186392079627524,20,False
2021-06-21 14:02:00+00:00,30.96,SELL,-4.684263229297e-07,-0.00010530021480580675,0.08272377288572519,-5.172762271142748,20,False
2021-06-21 14:04:00+00:00,30.98,SELL,-1.6378440846620546e-06,-0.00010693805889046881,0.08328210883017123,-5.167178911698287,20,False
2021-06-21 14:07:00+00:00,30.82,SELL,-1.2242821096786221e-06,-0.00010816234100014743,0.08077396008540558,-5.192260399145944,20,False
2021-06-21 14:09:00+00:00,30.99,SELL,-6.030328367402654e-07,-0.0001087653738368877,0.08053811597922593,-5.194618840207741,21,False
2021-06-21 14:14:00+00:00,31.03,SELL,-1.6959053279004999e-06,-0.0001104612791647882,0.0808220773464449,-5.191779226535551,21,False
2021-06-21 14:17:00+00:00,30.67,BUY,2.6461243295984436e-06,-0.00010781515483518975,0.07498041508471061,-5.2501958491528935,20,False
2021-06-21 14:18:00+00:00,30.53,SELL,-2.6686512343574245e-06,-0.00011048380606954718,0.06673388227153816,-5.332661177284619,21,False
2021-06-21 14:21:00+00:00,30.39,SELL,-2.9913632913222763e-06,-0.00011347516936086945,0.05701536943379994,-5.429846305662001,20,False
2021-06-21 14:22:00+00:00,30.25,SELL,-3.2566310975819327e-06,-0.00011673180045845138,0.04612726046058801,-5.53872739539412,21,False
2021-06-21 14:23:00+00:00,30.24,SELL,-3.997598361905579e-06,-0.00012072939882035696,0.036604053182443586,-5.633959468175564,20,False
2021-06-21 14:26:00+00:00,30.46,SELL,-3.48469041119208e-07,-0.00012107786786147617,0.03249913307157635,-5.675008669284237,20,False
2021-06-21 14:30:00+00:00,30.48,SELL,-2.6578752416904283e-06,-0.0001237357431031666,0.02952858772745172,-5.704714122725483,21,False
2021-06-21 14:31:00+00:00,30.42,SELL,-2.6770235728069568e-06,-0.00012641276667597356,0.025888432259199425,-5.741115677408006,20,False
2021-06-21 14:36:00+00:00,30.62,BUY,2.7766602815135623e-07,-0.0001261351006478222,0.02626452916653988,-5.7373547083346015,22,False
2021-06-21 14:38:00+00:00,30.55,SELL,-2.044932960764209e-06,-0.0001281800336085864,0.025308816274017813,-5.746911837259822,23,False
2021-06-21 14:39:00+00:00,30.39,SELL,-1.448374982145924e-06,-0.00012962840859073233,0.02147956303063792,-5.785204369693621,22,False
2021-06-21 14:42:00+00:00,30.48,SELL,-2.060412208433447e-06,-0.00013168882079916578,0.01974285264401967,-5.802571473559803,21,False
2021-06-21 14:51:00+00:00,30.4,SELL,-2.4629533974385837e-06,-0.00013415177419660436,0.01682200744337839,-5.831779925566216,21,False
2021-06-21 14:54:00+00:00,30.5,SELL,-1.7324647984342547e-06,-0.00013588423899503862,0.01610903180298683,-5.838909681970132,20,False
2021-06-21 15:01:00+00:00,30.11,BUY,5.8844634276979905e-06,-0.00012999977556734063,0.00835535917106795,-5.91644640828932,20,False
2021-06-21 15:03:00+00:00,30.0,SELL,-3.3362164850046696e-06,-0.0001333359920523453,-0.00022572823201442313,-6.002257282320144,21,False
2021-06-21 15:04:00+00:00,30.01,SELL,-3.769761047854223e-06,-0.00013710575310019952,-0.007023050592691848,-6.070230505926919,21,False
2021-06-21 15:08:00+00:00,30.37,BUY,6.213016224082654e-06,-0.00013089273687611687,-0.005648689105608775,-6.056486891056088,21,False
2021-06-21 15:09:00+00:00,30.34,SELL,-2.031735884976295e-06,-0.00013292447276109316,-0.005128631409796367,-6.051286314097964,21,False
2021-06-21 15:11:00+00:00,30.11,BUY,1.60668994117724e-07,-0.00013276380376697544,-0.009022245628702779,-6.0902224562870275,21,False
2021-06-21 15:13:00+00:00,30.05,SELL,-2.9393541913220577e-06,-0.0001357031579582975,-0.013246114926855847,-6.132461149268559,21,False
2021-06-21 15:14:00+00:00,30.0,SELL,-3.080466186318069e-06,-0.00013878362414461556,-0.01754542353701282,-6.175454235370128,21,False
2021-06-21 15:15:00+00:00,30.05,SELL,-2.7014986011283753e-06,-0.00014148512274574394,-0.019931564135151993,-6.19931564135152,22,False
2021-06-21 15:16:00+00:00,30.02,SELL,-2.8731432200963705e-06,-0.0001443582659658403,-0.022352842674846093,-6.2235284267484605,22,False
2021-06-21 15:17:00+00:00,30.03,SELL,-2.7988194837608074e-06,-0.00014715708544960112,-0.023965210646101503,-6.239652106461015,23,False
2021-06-21 15:18:00+00:00,30.05,SELL,-2.6255242015605458e-06,-0.00014978260965116166,-0.024736738290255574,-6.2473673829025556,22,False
2021-06-21 15:21:00+00:00,30.13,SELL,-1.7062214232680404e-06,-0.0001514888310744297,-0.02365397181016253,-6.236539718101625,22,False
2021-06-21 15:24:00+00:00,30.19,SELL,-1.6988899169240429e-06,-0.00015318772099135375,-0.021512248673145554,-6.215122486731455,23,False
2021-06-21 15:28:00+00:00,30.0,BUY,2.2216261057113893e-07,-0.0001529655583807826,-0.02337913101893152,-6.233791310189315,23,False
2021-06-21 15:29:00+00:00,29.83,SELL,-1.077241315341885e-06,-0.0001540427996961245,-0.027995798456710786,-6.279957984567108,23,False
2021-06-21 15:33:00+00:00,29.69,SELL,-2.3098155248356042e-06,-0.0001563526152209601,-0.03426842458549835,-6.342684245854984,22,False
2021-06-21 15:34:00+00:00,29.55,SELL,-2.62800466288316e-06,-0.00015898061988384326,-0.04189335753517686,-6.418933575351769,21,False
2021-06-21 15:37:00+00:00,29.41,SELL,-2.8807121350624533e-06,-0.0001618613320189057,-0.05059458881776115,-6.505945888177612,22,False
2021-06-21 15:40:00+00:00,29.28,SELL,-3.303506480657292e-06,-0.000165164838499563,-0.05992657206518516,-6.599265720651852,22,False
2021-06-21 15:45:00+00:00,29.14,SELL,-3.184883381385852e-06,-0.00016834972188094885,-0.06995928288880084,-6.699592828888008,23,False
2021-06-21 15:46:00+00:00,29.36,BUY,1.7083675017226345e-06,-0.00016664135437922622,-0.07263285268193882,-6.726328526819389,23,False
2021-06-21 15:47:00+00:00,29.36,BUY,0.00016369085437922622,-2.9505e-06,-0.07477143637594094,-6.7477143637594095,23,False
2021-06-21 15:48:00+00:00,29.64,SELL,-0.00016054380940976336,-0.00016349430940976336,-0.07001280927824301,-6.70012809278243,23,False
2021-06-21 15:52:00+00:00,29.48,SELL,-1.4510142257528696e-07,-0.00016363941083233864,-0.06969339026042477,-6.696933902604248,23,False
2021-06-21 15:55:00+00:00,29.47,SELL,-2.5442656475235044e-06,-0.00016618367647986215,-0.06890454027916196,-6.68904540279162,23,False
2021-06-21 15:56:00+00:00,29.55,SELL,-1.4107320357930957e-06,-0.00016759440851565524,-0.06610753248132972,-6.6610753248132974,22,False
2021-06-21 15:57:00+00:00,29.65,SELL,-5.494250442360249e-07,-0.00016814383355989127,-0.06146117572086447,-6.614611757208644,23,False
2021-06-21 16:00:00+00:00,29.58,SELL,-1.6325025392715901e-06,-0.00016977633609916286,-0.05895221248874045,-6.589522124887404,26,False
2021-06-21 16:01:00+00:00,29.59,SELL,-2.125850894853774e-06,-0.00017190218699401663,-0.05621868759627491,-6.562186875962749,25,False
2021-06-21 16:03:00+00:00,29.78,BUY,3.018119598782894e-06,-0.00016888406739523374,-0.04972539177135016,-6.497253917713501,24,False
2021-06-21 16:11:00+00:00,29.96,BUY,3.1115316011057507e-06,-0.000165772535794128,-0.040775272399853374,-6.4077527239985335,24,False
2021-06-21 16:15:00+00:00,29.87,SELL,-4.499001867384054e-07,-0.0001662224359808664,-0.03529446785767519,-6.352944678576752,23,False
2021-06-21 16:17:00+00:00,29.69,BUY,1.1534617779908937e-06,-0.0001650689742028755,-0.03413102144077573,-6.341310214407757,22,False
2021-06-21 16:18:00+00:00,29.55,SELL,-9.469529600913593e-07,-0.00016601592716296686,-0.03562861171364034,-6.356286117136404,22,False
2021-06-21 16:19:00+00:00,29.4,SELL,-1.2212800422907422e-06,-0.0001672372072052576,-0.03955455333056855,-6.395545533305685,23,False
2021-06-21 16:26:00+00:00,29.35,SELL,-3.5263208470655023e-06,-0.0001707635280523231,-0.04337768656337994,-6.433776865633799,24,False
2021-06-21 16:28:00+00:00,29.34,SELL,-3.66260186620914e-06,-0.00017442612991853224,-0.04636101920870972,-6.463610192087097,24,False
2021-06-21 16:29:00+00:00,29.28,SELL,-3.3744382470443657e-06,-0.0001778005681655766,-0.04973359812934096,-6.49733598129341,26,False
2021-06-21 16:32:00+00:00,28.9,BUY,1.2013090489496493e-05,-0.00016578747767608012,-0.06017219825384253,-6.601721982538425,24,False
2021-06-21 16:33:00+00:00,28.74,SELL,-2.7187589948305508e-06,-0.00016850623667091067,-0.07123641781912556,-6.7123641781912555,23,False
2021-06-21 16:34:00+00:00,28.68,SELL,-4.856044803260354e-06,-0.00017336228147417102,-0.0808281776781704,-6.808281776781704,23,False
2021-06-21 16:36:00+00:00,28.6,SELL,-4.434775881282662e-06,-0.00017779705735545368,-0.08979031431395748,-6.897903143139574,21,False
2021-06-21 16:37:00+00:00,28.57,SELL,-4.758906170596348e-06,-0.00018255596352605003,-0.09699966663452693,-6.969996666345269,21,False
2021-06-21 16:40:00+00:00,28.82,BUY,5.1315732264010136e-06,-0.00017742439029964902,-0.09642833146624737,-6.964283314662474,22,False
2021-06-21 16:43:00+00:00,28.6,BUY,1.6815196530728914e-06,-0.00017574287064657613,-0.10108045627164992,-7.010804562716499,23,False
2021-06-21 16:47:00+00:00,28.54,SELL,-3.5152409105262245e-06,-0.00017925811155710235,-0.10501709150471382,-7.050170915047138,25,False
2021-06-21 16:51:00+00:00,28.82,BUY,7.2436995297578074e-06,-0.00017201441202734454,-0.1009173940378307,-7.009173940378307,24,False
2021-06-21 16:54:00+00:00,28.82,SELL,-2.108526120806549e-06,-0.0001741229381481511,-0.09778089985895994,-6.977808998589599,22,False
2021-06-21 16:57:00+00:00,28.55,BUY,4.449393494095202e-06,-0.0001696735446540559,-0.10080600323320682,-7.008060032332068,23,False
2021-06-21 16:59:00+00:00,28.52,SELL,-3.1890960068101267e-06,-0.00017286264066086602,-0.10258106345135559,-7.025810634513556,22,False
2021-06-21 17:00:00+00:00,28.53,SELL,-3.0147247263115373e-06,-0.00017587736538717756,-0.103064417368813,-7.03064417368813,21,False
2021-06-21 17:04:00+00:00,28.84,BUY,9.416398071057473e-06,-0.00016646096731612008,-0.09572977902033453,-6.957297790203345,21,False
2021-06-21 17:05:00+00:00,28.8,SELL,-1.4747549331471166e-06,-0.0001679357222492672,-0.0909690211112005,-6.9096902111120055,22,False
2021-06-21 17:06:00+00:00,28.96,BUY,1.8449261589626505e-06,-0.00016609079609030455,-0.08285085012272388,-6.828508501227239,24,False
2021-06-21 17:07:00+00:00,29.18,BUY,4.852885853415945e-06,-0.0001612379102368886,-0.07133233694365937,-6.713323369436594,23,False
2021-06-21 17:08:00+00:00,28.87,BUY,6.730493853987718e-06,-0.00015450741638290089,-0.06873532991832298,-6.68735329918323,22,False
2021-06-21 17:09:00+00:00,28.74,SELL,-1.0229257492494395e-06,-0.00015553034213215033,-0.0684170461532525,-6.684170461532525,23,False
2021-06-21 17:11:00+00:00,28.6,SELL,-1.3276805129657984e-06,-0.00015685802264511612,-0.0705613465741495,-6.705613465741495,24,False
2021-06-21 17:12:00+00:00,28.5,SELL,-2.4595978020414144e-06,-0.00015931762044715754,-0.07381164677655129,-6.738116467765513,24,False
2021-06-21 17:13:00+00:00,28.47,SELL,-3.224341201631234e-06,-0.00016254196164878877,-0.07645835462035569,-6.764583546203557,33,False
2021-06-21 17:16:00+00:00,28.69,BUY,2.8684571161005873e-06,-0.00015967350453268818,-0.07315943975949628,-6.731594397594963,29,False
2021-06-21 17:17:00+00:00,28.82,BUY,2.7140130724645126e-07,-0.00015940210322544173,-0.06764318644189266,-6.676431864418927,23,False
2021-06-21 17:22:00+00:00,28.86,SELL,-1.1862465664028187e-06,-0.00016058834979184455,-0.06213924359825446,-6.6213924359825445,23,False
2021-06-21 17:28:00+00:00,28.6,BUY,3.684781210575586e-06,-0.00015690356858126897,-0.06299510043551033,-6.629951004355103,23,False
2021-06-21 17:30:00+00:00,28.3,BUY,4.062062608549004e-06,-0.00015284150597271996,-0.06946673349976465,-6.694667334997646,25,False
2021-06-21 17:31:00+00:00,28.55,BUY,3.019323135548043e-06,-0.00014982218283717192,-0.068173254335911,-6.68173254335911,23,False
2021-06-21 17:33:00+00:00,28.56,SELL,-2.235114019920006e-06,-0.00015205729685709193,-0.06696827405956618,-6.669682740595662,22,False
2021-06-21 17:35:00+00:00,28.69,SELL,-1.2987632435661135e-07,-0.00015218717318144854,-0.06274347796635754,-6.6274347796635755,22,False
2021-06-21 17:42:00+00:00,28.55,SELL,-7.255304443247804e-07,-0.00015291270362577332,-0.06221605654284533,-6.622160565428453,21,False
2021-06-21 17:47:00+00:00,28.34,BUY,4.912708594653965e-07,-0.00015242143276630792,-0.06577191002777485,-6.657719100277749,20,False
2021-06-21 17:48:00+00:00,28.21,SELL,-2.2079322132036855e-06,-0.0001546293649795116,-0.07077569250758044,-6.707756925075804,22,False
2021-06-21 17:49:00+00:00,27.94,BUY,1.7255755068958025e-06,-0.0001529037894726158,-0.0802888785365942,-6.802888785365942,22,False
2021-06-21 17:50:00+00:00,27.82,SELL,-3.4314315913333115e-06,-0.00015633522106394912,-0.08973788083398967,-6.897378808339897,23,False
2021-06-21 17:51:00+00:00,27.69,SELL,-3.3135266884595695e-06,-0.00015964874775240868,-0.09963443025773525,-6.996344302577352,25,False
2021-06-21 17:53:00+00:00,27.56,SELL,-3.3819825046128783e-06,-0.00016303073025702156,-0.1098266412929699,-7.098266412929699,21,False
2021-06-21 17:54:00+00:00,27.57,SELL,-4.3531200047060325e-06,-0.0001673838502617276,-0.11677742981687127,-7.1677742981687125,23,False
2021-06-21 17:55:00+00:00,27.57,SELL,-3.986199041716823e-06,-0.00017137004930344442,-0.12171673890665868,-7.217167389066587,22,False
2021-06-21 17:56:00+00:00,27.77,BUY,1.908487884209306e-06,-0.0001694615614192351,-0.12006483827900173,-7.200648382790018,20,False
2021-06-21 17:59:00+00:00,27.82,SELL,-1.9535880067934972e-06,-0.0001714151494260286,-0.11746876949687828,-7.174687694968783,22,False
2021-06-21 18:01:00+00:00,27.9,SELL,-1.04407762177168e-06,-0.0001724592270478003,-0.11287713042993103,-7.12877130429931,21,False
2021-06-21 18:02:00+00:00,28.03,BUY,8.088071152529514e-07,-0.00017165041993254734,-0.10562352820542827,-7.056235282054283,20,False
2021-06-21 18:03:00+00:00,28.16,BUY,1.2957777552984582e-06,-0.00017035464217724888,-0.09645105743849289,-6.964510574384929,22,False
2021-06-21 18:05:00+00:00,28.17,SELL,-8.880135938969997e-07,-0.00017124265577114588,-0.08855534056352754,-6.885553405635275,22,False
2021-06-21 18:07:00+00:00,28.3,BUY,1.5942440280905935e-06,-0.00016964841174305529,-0.0786599531781761,-6.786599531781761,20,False
2021-06-21 18:08:00+00:00,28.43,BUY,1.9195656981676914e-06,-0.0001677288460448876,-0.06756099445328304,-6.67560994453283,21,False
2021-06-21 18:10:00+00:00,28.21,BUY,3.7549494628779127e-06,-0.00016397389658200968,-0.06325396583480879,-6.632539658348088,22,False
2021-06-21 18:11:00+00:00,28.08,SELL,-4.941153597289027e-07,-0.00016446801194173858,-0.06181251935293361,-6.618125193529336,22,False
2021-06-21 18:13:00+00:00,28.3,BUY,4.196577239809403e-06,-0.00016027143470192918,-0.05517368592042407,-6.55173685920424,24,False
2021-06-21 18:19:00+00:00,28.18,SELL,-4.73330210211734e-07,-0.00016074476491214092,-0.052437554872737456,-6.524375548727375,22,False
2021-06-21 18:20:00+00:00,28.43,BUY,5.742677143295957e-06,-0.00015500208776884496,-0.0443020493024212,-6.443020493024212,23,False
2021-06-21 18:22:00+00:00,28.43,SELL,-1.012506053364357e-06,-0.00015601459382220931,-0.03779084049632412,-6.377908404963241,26,False
2021-06-21 18:23:00+00:00,28.27,BUY,5.296403667610905e-07,-0.00015548495345544822,-0.0356440400324733,-6.356440400324733,23,False
2021-06-21 18:24:00+00:00,28.22,SELL,-2.0817130416130004e-06,-0.00015756666649706122,-0.034563757803285,-6.34563757803285,21,False
2021-06-21 18:25:00+00:00,28.21,SELL,-2.4017662158729686e-06,-0.0001599684327129342,-0.03363076810688704,-6.33630768106887,20,False
2021-06-21 18:26:00+00:00,28.18,SELL,-2.4964034399737277e-06,-0.00016246483615290792,-0.03328825318565548,-6.332882531856555,21,False
2021-06-21 18:40:00+00:00,28.39,BUY,3.610078741054612e-06,-0.0001588547574118533,-0.028353580509182092,-6.283535805091821,22,False
2021-06-21 18:41:00+00:00,28.56,BUY,2.399297634180311e-06,-0.000156455459777673,-0.020862035423862953,-6.208620354238629,23,False
2021-06-21 18:42:00+00:00,28.74,BUY,3.2416440524336637e-06,-0.00015321381572523933,-0.011154447688315614,-6.111544476883156,23,False
