iter	Logloss
691	0.5504451755
692	0.5503010647
693	0.55014312
694	0.5500081463
695	0.5499149275
696	0.5498421544
697	0.5497079899
698	0.5495066535
699	0.5493105145
700	0.5492158114
701	0.5490813292
702	0.5488790293
703	0.54870472
704	0.54858866
705	0.5485128099
706	0.5483687644
707	0.5482604631
708	0.5481728839
709	0.54799762
710	0.5479507719
711	0.5477989921
712	0.547637215
713	0.5474708012
714	0.5473471258
715	0.5472717569
716	0.5471242845
717	0.5470355869
718	0.5468728431
719	0.546762921
720	0.546613346
721	0.5465484803
722	0.5463577734
723	0.5462529231
724	0.5461768767
725	0.5460497539
726	0.5459665847
727	0.5458948867
728	0.5457753883
729	0.5456111924
730	0.5455032018
731	0.545406545
732	0.5453329124
733	0.545246012
734	0.5451042902
735	0.5449408916
736	0.5448198923
737	0.5447219449
738	0.5445765494
739	0.5444401153
740	0.5443187187
741	0.5442261117
742	0.5441534876
743	0.5440074168
744	0.5438347407
745	0.5436718094
746	0.5435545688
747	0.5434075343
748	0.5432463746
749	0.5431331713
750	0.5430494737
751	0.5429427367
752	0.5428246915
753	0.5427186888
754	0.5426254082
755	0.5425377416
756	0.542455156
757	0.5423180243
758	0.5421230904
759	0.5418884093
760	0.5417795046
761	0.5415978848
762	0.5414968447
763	0.5413417751
764	0.5412464555
765	0.5411240396
766	0.5410050953
767	0.5409023397
768	0.540817444
769	0.5407323566
770	0.5406114732
771	0.5404961675
772	0.5403381987
773	0.5402398773
774	0.5401678573
775	0.5400471306
776	0.5399356576
777	0.5397651443
778	0.5396946266
779	0.5395074298
780	0.5393767251
781	0.5392722938
782	0.5391518897
783	0.5390391232
784	0.5389094618
785	0.538792016
786	0.5386120068
787	0.5385018562
788	0.5384033408
789	0.5383111159
790	0.538257059
791	0.5380891933
792	0.537926025
793	0.5378661091
794	0.5377153314
795	0.5375325512
796	0.5374231703
797	0.5373306278
798	0.5372192883
799	0.5371208088
800	0.5370319431
801	0.5369470357
802	0.5368357791
803	0.5367463371
804	0.5365947088
805	0.5365000267
806	0.5363879917
807	0.5362763392
808	0.5361182208
809	0.5359696695
810	0.5358204887
811	0.5357729963
812	0.5356753692
813	0.5355876714
814	0.5354640193
815	0.5353411816
816	0.5352352807
817	0.5351452612
818	0.535000205
819	0.5348940841
820	0.5347965936
821	0.5346485302
822	0.5345667998
823	0.5344507332
824	0.534337266
825	0.5342047051
826	0.5340985804
827	0.5339952998
828	0.5338461896
829	0.5336749138
830	0.5335366349
831	0.5334211006
832	0.5333506744
833	0.5332264283
834	0.5330749334
835	0.5329455691
836	0.5328618454
837	0.532736507
838	0.5325846022
839	0.5324955612
840	0.532385203
841	0.5322416436
842	0.5321433651
843	0.5320304635
844	0.5319399102
845	0.531854227
846	0.5317121795
847	0.5315437699
848	0.5314379222
849	0.5313235994
850	0.5312292018
851	0.5310872129
852	0.530936767
853	0.530798956
854	0.5306576871
855	0.5305801249
856	0.530483269
857	0.5303917915
858	0.5302533483
859	0.5301028012
860	0.5299822536
861	0.5298075731
862	0.529662498
863	0.5295238365
864	0.5294345015
865	0.5292964185
866	0.5290866388
867	0.529019996
868	0.5289277365
869	0.5288399676
870	0.5287162177
871	0.5286517604
872	0.5285369978
873	0.5284240979
874	0.5282814395
875	0.5281962614
876	0.5281386264
877	0.528009582
878	0.5278776442
879	0.5277454008
880	0.5276142345
881	0.5275351025
882	0.5273808856
883	0.5273033304
884	0.527172134
885	0.5270616052
886	0.5269296401
887	0.5268198963
888	0.5266992168
889	0.5266038712
890	0.5264971114
891	0.5263674616
892	0.5262784437
893	0.5261954399
894	0.526100838
895	0.5259685525
896	0.5258713401
897	0.5257484574
898	0.5256514652
899	0.5255647912
900	0.5254903434
901	0.5253788745
902	0.5252536465
903	0.5251552999
904	0.5250237906
905	0.5249144461
906	0.5247910584
907	0.5246787306
908	0.5246010121
909	0.5244846966
910	0.5244066445
911	0.5242790814
912	0.5242039989
913	0.5241335368
914	0.5240155238
915	0.523862868
916	0.5237038681
917	0.5235690861
918	0.5234525061
919	0.5232795312
920	0.5231684984
921	0.523049292
922	0.5229175888
923	0.5227949532
924	0.5226588569
925	0.5225848394
926	0.5224529882
927	0.5223620897
928	0.5222246362
929	0.5221283266
930	0.5220747207
931	0.5219619636
932	0.5218585405
933	0.5217882283
934	0.5217240461
935	0.5216638893
936	0.5215732266
937	0.5214711158
938	0.521355962
939	0.52127151
940	0.521164947
941	0.5210167204
942	0.5209060015
943	0.5207800675
944	0.5206800165
945	0.5205151648
946	0.5204176854
947	0.5203743316
948	0.5202245611
949	0.520116491
950	0.5199830345
951	0.519910256
952	0.5198010269
953	0.5197207696
954	0.5195833655
955	0.5194687714
956	0.5193330712
957	0.5192570768
958	0.5191290976
959	0.5190674116
960	0.5190031506
961	0.5188882615
962	0.518806772
963	0.5187311589
964	0.5186063505
965	0.5184880627
966	0.5183697909
967	0.518270047
968	0.5181646021
969	0.5180718386
970	0.5179392813
971	0.5178453699
972	0.517708555
973	0.5176361907
974	0.5175103117
975	0.5173907777
976	0.5172743132
977	0.5171540292
978	0.5170472188
979	0.516963498
980	0.5168248743
981	0.5167149046
982	0.5166237508
983	0.5165262676
984	0.516399727
985	0.5162833712
986	0.5161633794
987	0.5160775146
988	0.5160092559
989	0.5159124771
990	0.5157825652
991	0.5156553353
992	0.5155794121
993	0.5154191597
994	0.5153314381
995	0.5152751006
996	0.5151938056
997	0.5150748557
998	0.5150119525
999	0.5148989534
