fold,auc,pr_auc,brier,count
0,0.6238628762541807,0.6387883688257366,0.27973711759666203,490
1,0.6195519416419883,0.554513833538922,0.24647881094768645,490
2,0.5944286281779662,0.5675572152137571,0.29867074086208933,492
