t_long,t_short,total_return,trades,avg_per_trade,max_drawdown,used_mapper,diag
0.6749999999999999,0.325,0.1887948316099642,794,0.00023777686600751156,0.0,True,"{'base': {'long': 102, 'short': 149, 'trades': 251}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 102, 'short': 692, 'trades': 794}, 'combine_mode': 'union'}"
0.6749999999999999,0.35000000000000003,0.1887948316099642,794,0.00023777686600751156,0.0,True,"{'base': {'long': 102, 'short': 149, 'trades': 251}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 102, 'short': 692, 'trades': 794}, 'combine_mode': 'union'}"
0.6749999999999999,0.375,0.1887948316099642,794,0.00023777686600751156,0.0,True,"{'base': {'long': 102, 'short': 149, 'trades': 251}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 102, 'short': 692, 'trades': 794}, 'combine_mode': 'union'}"
0.7,0.375,0.18753073610950516,792,0.0002367812324614964,0.0,True,"{'base': {'long': 100, 'short': 149, 'trades': 249}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 100, 'short': 692, 'trades': 792}, 'combine_mode': 'union'}"
0.7,0.325,0.18753073610950516,792,0.0002367812324614964,0.0,True,"{'base': {'long': 100, 'short': 149, 'trades': 249}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 100, 'short': 692, 'trades': 792}, 'combine_mode': 'union'}"
0.7,0.35000000000000003,0.18753073610950516,792,0.0002367812324614964,0.0,True,"{'base': {'long': 100, 'short': 149, 'trades': 249}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 100, 'short': 692, 'trades': 792}, 'combine_mode': 'union'}"
0.7749999999999999,0.375,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.825,0.35000000000000003,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.825,0.375,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.825,0.325,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.7999999999999999,0.325,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.75,0.375,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.75,0.325,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.7749999999999999,0.35000000000000003,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.7999999999999999,0.35000000000000003,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.75,0.35000000000000003,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.7749999999999999,0.325,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.7999999999999999,0.375,0.16890357611658385,779,0.00021682102197250817,0.0,True,"{'base': {'long': 86, 'short': 149, 'trades': 235}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 87, 'short': 692, 'trades': 779}, 'combine_mode': 'union'}"
0.875,0.25,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.22500000000000003,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.125,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.15000000000000002,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.2,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.175,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.175,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.3,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.3,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.95,0.3,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.95,0.275,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.95,0.25,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.9249999999999999,0.3,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.9249999999999999,0.2,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.95,0.175,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.2,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.275,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.125,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
