fold,auc,pr_auc,brier,count
0,0.49013364071899423,0.4692116382667045,0.2796916818487142,1492
1,0.5564991743335693,0.4599817881730361,0.2931193443256337,1492
2,0.4747631575164244,0.51581520982576,0.25499010793786014,1494
