decile,count,mean_long_after_cost,sharpe_long_after_cost
0,626,-0.0013992084223269042,-0.021709976105890146
1,508,0.00412542246265593,0.07198934077308991
2,1148,-0.0020637100590335405,-0.0408257634345976
3,557,0.0005454317945236404,0.013493952802854228
4,649,0.00045769880130277254,0.010743837876061375
5,466,0.0014433960306225043,0.03744981976193204
6,563,-0.0021731491597917095,-0.053314558715770524
7,572,-0.004728314842760394,-0.1388703621631777
8,558,0.005063478955456237,0.13537163503318217
