timestamp,prob_long,action,ev_ret_90
2021-07-05 18:00:00+00:00,0.8493135563,1,0.0
2021-07-06 12:00:00+00:00,0.5614311249,0,0.0
2021-07-06 14:00:00+00:00,0.5487122937,0,0.0
2021-07-06 16:00:00+00:00,0.5487122937,0,0.0
2021-07-06 18:00:00+00:00,0.8493135563,1,0.0
2021-07-06 20:00:00+00:00,0.5614311249,0,0.0
2021-07-07 08:00:00+00:00,0.4193760658,0,0.0
2021-07-07 12:00:00+00:00,0.4832787077,0,0.0
2021-07-07 18:00:00+00:00,0.4277947862,0,-0.0372439478584731
2021-07-07 20:00:00+00:00,0.4277947862,0,-0.067937701396348
2021-07-07 22:00:00+00:00,0.30363026,-1,-0.0490410958904109
2021-07-08 08:00:00+00:00,0.4277947862,0,-0.0341534008683067
2021-07-08 14:00:00+00:00,0.4277947862,0,-0.0305055200464847
2021-07-08 16:00:00+00:00,0.4277947862,0,-0.0447849145550971
2021-07-08 20:00:00+00:00,0.30363026,-1,-0.0446508840275696
2021-07-08 22:00:00+00:00,0.4434220128,0,-0.0394697197951189
2021-07-09 00:00:00+00:00,0.6106394311,1,0.0330043183220234
2021-07-09 02:00:00+00:00,0.6106394311,1,-0.0310540459838757
2021-07-09 06:00:00+00:00,0.6087657513,1,0.0325623858794887
2021-07-09 08:00:00+00:00,0.6087657513,1,0.0309936189608022
2021-07-09 18:00:00+00:00,0.6087657513,1,-0.0330603579011222
2021-07-09 20:00:00+00:00,0.6087657513,1,-0.0446508840275696
2021-07-10 02:00:00+00:00,0.6087657513,1,-0.0417793808235649
2021-07-10 12:00:00+00:00,0.6106394311,1,-0.0326254232071406
2021-07-10 14:00:00+00:00,0.6106394311,1,-0.0382834208088916
2021-07-10 16:00:00+00:00,0.6106394311,1,-0.0479924717691341
2021-07-10 22:00:00+00:00,0.5372756653,0,-0.0431904161412357
2021-07-11 00:00:00+00:00,0.4407749908,0,-0.0539276807980049
2021-07-11 02:00:00+00:00,0.5372756653,0,-0.0413771320277952
2021-07-11 08:00:00+00:00,0.5372756653,0,-0.0485893416927898
2021-07-11 12:00:00+00:00,0.5372756653,0,-0.0515624999999999
2021-07-11 18:00:00+00:00,0.5372756653,0,-0.0500782472613458
2021-07-12 10:00:00+00:00,0.5372756653,0,-0.0343620744511612
2021-07-12 12:00:00+00:00,0.5372756653,0,-0.0398608035431824
2021-07-12 16:00:00+00:00,0.5372756653,0,-0.0306425041186161
2021-07-12 22:00:00+00:00,0.5372756653,0,-0.0277777777777777
2021-07-13 04:00:00+00:00,0.5372756653,0,-0.0225913621262457
2021-07-13 10:00:00+00:00,0.4159942147,0,-0.0248591315876698
2021-07-13 18:00:00+00:00,0.4159942147,0,-0.0285911126420944
2021-07-13 20:00:00+00:00,0.4159942147,0,-0.0289017341040462
2021-07-14 04:00:00+00:00,0.4911003227,0,0.0444043321299638
2021-07-14 08:00:00+00:00,0.4159942147,0,0.0532319391634981
2021-07-14 14:00:00+00:00,0.4159942147,0,0.0218597063621535
