timestamp,prob_long,action,ev_ret_90
2021-07-05 17:00:00+00:00,0.5614311249,0,0.0100395497414056
2021-07-05 18:00:00+00:00,0.8493135563,1,0.0102409638554215
2021-07-06 04:30:00+00:00,0.5487122937,0,0.0096944770857814
2021-07-06 09:00:00+00:00,0.4832787077,0,-0.009470257472625
2021-07-06 11:30:00+00:00,0.5614311249,0,0.0162577593851611
2021-07-06 12:00:00+00:00,0.5614311249,1,-0.0157068062827224
2021-07-06 12:30:00+00:00,0.5487122937,0,-0.0089933275311866
2021-07-06 13:30:00+00:00,0.5614311249,0,-0.0093676814988288
2021-07-06 14:00:00+00:00,0.5487122937,0,-0.0097517730496455
2021-07-06 15:00:00+00:00,0.5614311249,0,-0.0095181439619274
2021-07-06 15:30:00+00:00,0.5614311249,0,-0.0104011887072809
2021-07-06 16:00:00+00:00,0.5487122937,0,0.0223813786929274
2021-07-06 17:30:00+00:00,0.5614311249,0,-0.0095181439619274
2021-07-06 18:00:00+00:00,0.8493135563,1,0.0223813786929274
2021-07-06 20:00:00+00:00,0.5614311249,0,-0.0118694362017806
2021-07-06 23:00:00+00:00,0.5614311249,0,0.0137186223000582
2021-07-07 00:30:00+00:00,0.5614311249,0,0.0131271878646439
2021-07-07 01:00:00+00:00,0.5487122937,0,0.0090063916327713
2021-07-07 03:30:00+00:00,0.5487122937,0,0.0152649769585253
2021-07-07 07:30:00+00:00,0.4832787077,0,0.0082880823092312
2021-07-07 08:00:00+00:00,0.4193760658,0,0.0085763293310463
2021-07-07 12:00:00+00:00,0.4832787077,0,-0.012523314681588
2021-07-07 13:00:00+00:00,0.4277947862,0,-0.0132218024824609
2021-07-07 14:30:00+00:00,0.4277947862,-1,-0.007383100902379
2021-07-07 16:30:00+00:00,0.4277947862,0,0.0174624829467939
2021-07-07 18:00:00+00:00,0.4277947862,-1,-0.0129973474801061
2021-07-07 20:00:00+00:00,0.4277947862,-1,-0.0135206786850476
2021-07-07 21:00:00+00:00,0.30363026,-1,0.013168503090567
2021-07-07 21:30:00+00:00,0.30363026,-1,0.0123523093447905
