fold,auc,pr_auc,brier,count
0,0.5407859068743233,0.522804240106307,0.47728084357134315,7039
1,0.5151009450355983,0.48876494877045357,0.2583137263397018,7039
2,0.511058388465381,0.5065329787557702,0.27340560807925357,7041
