timestamp,prob_long,action,ev_ret_90
2021-07-05 17:00:00+00:00,0.5614311249,0,0.0302663438256658
2021-07-05 18:00:00+00:00,0.8493135563,1,0.0268476621417799
2021-07-06 09:00:00+00:00,0.4832787077,-1,-0.0167450058754407
2021-07-06 12:00:00+00:00,0.5614311249,1,-0.0174064403829417
2021-07-06 14:00:00+00:00,0.5487122937,0,-0.0168290522586359
2021-07-06 15:00:00+00:00,0.5614311249,1,0.0190193164933134
2021-07-06 16:00:00+00:00,0.5487122937,1,0.0241935483870967
2021-07-06 18:00:00+00:00,0.8493135563,1,0.0241935483870967
2021-07-06 20:00:00+00:00,0.5614311249,1,0.0223613595706619
2021-07-06 23:00:00+00:00,0.5614311249,1,0.0151647710702829
2021-07-07 01:00:00+00:00,0.5487122937,1,0.0158364526346099
2021-07-07 08:00:00+00:00,0.4193760658,-1,0.0411546156044584
2021-07-07 12:00:00+00:00,0.4832787077,-1,-0.0187818620874699
2021-07-07 13:00:00+00:00,0.4277947862,-1,-0.0178378378378377
2021-07-07 18:00:00+00:00,0.4277947862,-1,-0.0181914052201422
2021-07-07 20:00:00+00:00,0.4277947862,-1,-0.0292553191489362
2021-07-07 21:00:00+00:00,0.30363026,-1,-0.0198711063372718
2021-07-07 22:00:00+00:00,0.30363026,-1,-0.0182894029047875
2021-07-08 05:00:00+00:00,0.4277947862,-1,-0.0204552002304811
2021-07-08 08:00:00+00:00,0.4277947862,-1,-0.0224331320103537
2021-07-08 09:00:00+00:00,0.4277947862,0,-0.0162083936324166
2021-07-08 11:00:00+00:00,0.4277947862,-1,-0.0243972445464982
2021-07-08 14:00:00+00:00,0.4277947862,-1,-0.0231264637002341
2021-07-08 15:00:00+00:00,0.4277947862,-1,-0.0162696106914584
2021-07-08 16:00:00+00:00,0.4277947862,-1,-0.0144713526284702
2021-07-08 17:00:00+00:00,0.4277947862,-1,-0.0167943429581615
2021-07-08 19:00:00+00:00,0.30363026,-1,-0.0176626435089785
2021-07-08 20:00:00+00:00,0.30363026,-1,-0.018403086969427
2021-07-08 21:00:00+00:00,0.6106394311,1,-0.0353611027869343
2021-07-08 22:00:00+00:00,0.4434220128,-1,-0.0266102207438767
2021-07-09 00:00:00+00:00,0.6106394311,1,0.0183286735010874
2021-07-09 01:00:00+00:00,0.6106394311,1,0.0330043183220234
2021-07-09 02:00:00+00:00,0.6106394311,1,0.021659548505186
2021-07-09 03:00:00+00:00,0.6087657513,1,-0.0164228127799344
2021-07-09 06:00:00+00:00,0.6087657513,1,-0.0148755312689737
2021-07-09 08:00:00+00:00,0.6087657513,1,0.0159754224270354
2021-07-09 13:00:00+00:00,0.4434220128,-1,-0.0203359858532271
2021-07-09 18:00:00+00:00,0.6087657513,1,0.0138387484957882
2021-07-09 20:00:00+00:00,0.6087657513,1,0.0190504989416391
2021-07-10 01:00:00+00:00,0.6106394311,1,-0.0203167015237526
2021-07-10 02:00:00+00:00,0.6087657513,1,-0.015906362545018
2021-07-10 05:00:00+00:00,0.6106394311,1,-0.0193178388167823
2021-07-10 07:00:00+00:00,0.4434220128,0,-0.0167916041979011
2021-07-10 12:00:00+00:00,0.6106394311,1,-0.0199095022624433
2021-07-10 14:00:00+00:00,0.6106394311,1,-0.0163529774760875
2021-07-10 16:00:00+00:00,0.6106394311,1,-0.0214855739717617
2021-07-10 17:00:00+00:00,0.6106394311,1,0.0156838143036388
2021-07-10 22:00:00+00:00,0.5372756653,1,0.0153653182815929
2021-07-10 23:00:00+00:00,0.5372756653,0,0.0138713745271121
2021-07-11 00:00:00+00:00,0.4407749908,-1,0.0153653182815929
2021-07-11 01:00:00+00:00,0.5372756653,1,-0.0130922693266832
2021-07-11 02:00:00+00:00,0.5372756653,0,0.0129133858267715
2021-07-11 08:00:00+00:00,0.5372756653,0,0.0179188934297391
2021-07-11 12:00:00+00:00,0.5372756653,0,0.011875
2021-07-11 18:00:00+00:00,0.5372756653,0,0.0143660212367269
2021-07-11 21:00:00+00:00,0.5372756653,0,-0.0129310344827584
2021-07-11 23:00:00+00:00,0.5372756653,0,0.0162195882719899
2021-07-12 10:00:00+00:00,0.5372756653,0,-0.0148640101201771
2021-07-12 12:00:00+00:00,0.5372756653,0,-0.0133037694013303
2021-07-12 13:00:00+00:00,0.5372756653,0,-0.0145523568490983
2021-07-12 16:00:00+00:00,0.5372756653,0,0.0144641683103221
2021-07-12 17:00:00+00:00,0.5372756653,0,0.016803953871499
2021-07-12 22:00:00+00:00,0.5372756653,0,-0.0246273493195073
2021-07-13 04:00:00+00:00,0.5372756653,0,-0.0258899676375403
2021-07-13 05:00:00+00:00,0.5372756653,0,0.0152823920265778
2021-07-13 10:00:00+00:00,0.4159942147,0,-0.0296931705707687
2021-07-13 13:00:00+00:00,0.4911003227,0,0.016995241332427
2021-07-13 15:00:00+00:00,0.4911003227,0,-0.0251322751322751
2021-07-13 17:00:00+00:00,0.4159942147,0,-0.0170056685561853
2021-07-13 18:00:00+00:00,0.4159942147,0,-0.0152645861601085
2021-07-13 19:00:00+00:00,0.4159942147,0,0.0113675508095072
2021-07-13 20:00:00+00:00,0.4159942147,0,-0.0248637602179836
2021-07-13 23:00:00+00:00,0.4159942147,-1,-0.0181755829903978
2021-07-14 01:00:00+00:00,0.4159942147,-1,-0.0126050420168066
2021-07-14 03:00:00+00:00,0.4159942147,-1,-0.0177304964539006
2021-07-14 04:00:00+00:00,0.4911003227,0,-0.0149359886201991
2021-07-14 07:00:00+00:00,0.4159942147,0,-0.0120996441281138
2021-07-14 08:00:00+00:00,0.4159942147,0,0.0421469740634004
2021-07-14 09:00:00+00:00,0.4159942147,0,0.0532319391634981
2021-07-14 14:00:00+00:00,0.4159942147,0,-0.0122778675282714
2021-07-14 15:00:00+00:00,0.4159942147,0,0.0143556280587275
2021-07-14 21:00:00+00:00,0.4911003227,0,0.0120442708333332
